"gene_id" "target_id" "pval" "qval" "b" "description"
"1" "678674" "NM_001040270.1" 3.08639369859405e-16 1.64273304607668e-12 2.81578351070156 "allergen Api m 6 precursor"
"2" "406134" "NM_001011611.2" 1.22992826580407e-11 2.5987260392146e-08 2.81189621661856 NA
"3" "724899" "XM_026444741.1" 4.73071348719611e-10 7.19406358160037e-07 1.61613821366442 "lysozyme"
"4" "552478" "NM_001040207.1" 1.4236524163203e-09 1.89434749646621e-06 1.69612329267306 NA
"5" "408817" "XM_006560586.3" 2.3182117248917e-09 2.7419293123858e-06 1.51664408940833 "alanine--glyoxylate aminotransferase 2-like"
"6" "413115" "NM_001167893.1" 5.51833280657298e-08 4.89522106049745e-05 2.11767877733183 NA
"7" "677665" "XM_016916804.2" 1.02492329346425e-07 8.3925449684053e-05 2.52824203077815 NA
"8" "410815" "XM_006568683.3" 1.57876782379961e-07 0.000120042739173906 1.37654027119655 NA
"9" NA "XR_001703751.2" 4.0769768293784e-07 0.000271246364679582 1.677792087796 NA
"10" "550715" "XM_006572192.3" 4.77591676161557e-06 0.0024209349489237 1.14604667413405 "60S ribosomal protein L12"
"11" "725309" "XM_001120351.4" 5.77789028012666e-06 0.0027957110014522 1.95334537816347 "keratin-associated protein 19-2"
"12" "551935" "NM_001040206.1" 8.72043360986448e-06 0.00403604416421771 1.72728076853098 NA
"13" "677665" "NM_001040209.1" 9.69133873141987e-06 0.00429851253316519 1.56850265756019 NA
"14" "408650" "XM_392190.7" 1.09118761242563e-05 0.00464627685370834 1.2840518938381 "inositol oxygenase"
"15" "727061" "NM_001161831.1" 1.36843893398071e-05 0.00539519720452766 1.06484926576745 NA
"16" "406141" "NM_001011614.1" 2.08956928630421e-05 0.00794409466168155 2.06740584423506 NA
"17" "725703" "XM_001121520.5" 3.63967438710041e-05 0.012498172209898 1.82487336546213 "uncharacterized protein LOC725703"
"18" "408961" "XM_026442500.1" 4.09590505301116e-05 0.0136252841529074 1.85549660625023 "apolipophorins"
"19" "410259" "XM_026443801.1" 5.36131702655176e-05 0.0172943090144374 6.46742019727972 "nuclear factor 1 A-type"
"20" "677677" "NM_001040227.1" 7.1656856796768e-05 0.0200733484368841 2.41720623755198 NA
"21" "408726" "NM_001172378.1" 8.83058793508679e-05 0.0230580272450361 1.39442017098902 NA
"22" "726321" "XM_006566196.3" 8.88096868996225e-05 0.0230580272450361 1.49148571041451 "uncharacterized protein LOC726321"
"23" "408539" "XM_392085.7" 9.3994286750413e-05 0.023823075772813 1.40007954822181 "sideroflexin-3"
"24" "100576671" "XM_006558512.3" 0.000128618130817858 0.0297639130990457 5.90875627696149 "polycomb group protein Psc"
"25" "724221" "XM_026441164.1" 0.000126713393200095 0.0297639130990457 0.99109846547037 NA
"26" "412764" "XM_396217.7" 0.00012703055235232 0.0297639130990457 1.84196487003505 "MFS-type transporter SLC18B1"
"27" "494503" "XM_026443542.1" 0.000145286729391893 0.0329058986037596 1.44464668168608 NA
"28" "411272" "XM_006564534.3" 0.00015571276432829 0.0345325495057218 1.03170205019227 "putative acyl-CoA-binding protein"
"29" "724838" "XM_026443365.1" 0.00022376307915533 0.0458068841847786 1.02767085958971 "uncharacterized protein LOC724838"
"30" "726902" "XM_001121025.5" 0.000240911582618517 0.0474908110550761 1.02148262603193 "MICOS complex subunit Mic10"
"31" "408689" "XM_006568150.3" 0.000239066658442229 0.0474908110550761 2.04320962319844 NA
"32" "102655950" "XM_016911129.2" 0.000253716102347713 0.0482287126694894 1.59443071166203 NA
"33" "411659" "XM_006566248.2" 0.00026123957407272 0.048787636245686 1.52035852728089 NA
"34" "410120" "XM_393603.7" 0.000281355610844126 0.049918634814788 1.06429671820845 "thioredoxin%2C mitochondrial"
