"gene_id" "target_id" "pval" "qval" "b" "description"
"1" "726172" "XM_006570714.3" 6.05292602353302e-12 7.02865769852654e-08 -6.76969881233058 "death-associated inhibitor of apoptosis 2"
"2" "100577669" "XM_006565338.3" 8.46213583566364e-08 0.000491311606618631 -5.6582661295098 "uncharacterized protein LOC100577669"
"3" "410874" "XM_003250726.4" 1.89747847247086e-07 0.000734450667411053 -5.5171152944987 "lysine-specific demethylase lid"
"4" "408967" "XM_016913548.2" 3.44439280293115e-07 0.000999907230690913 -5.53811610346692 "calcium-binding mitochondrial carrier protein Aralar1"
"5" "100576421" "XM_006566728.3" 8.50035513977176e-07 0.00164510206471716 -5.28753088303319 "uncharacterized protein LOC100576421"
"6" "409888" "XM_016911355.2" 8.35080551203733e-07 0.00164510206471716 -5.51955856734405 "uncharacterized protein LOC409888"
"7" "411764" "XM_006568832.3" 1.27077667512579e-06 0.00210803696450867 -5.61290457910322 "bestrophin homolog 18"
"8" "726432" "XM_006566740.3" 1.51143735694293e-06 0.00219385132360266 -5.33686009782394 "rab GTPase-binding effector protein 1"
"9" "409065" "XM_392590.7" 3.41426019441768e-06 0.00396463893775782 -5.34723924666935 "TAR DNA-binding protein 43"
"10" "726706" "XM_003249685.4" 5.66808373658883e-06 0.00563808906809449 -5.00163432346975 "F-box/LRR-repeat protein 7"
"11" "411468" "XM_006561998.3" 6.93483404577846e-06 0.00563808906809449 -5.18099011263382 "GRAM domain-containing protein 1B"
"12" "100576435" "XM_006570821.3" 6.16283891251746e-06 0.00563808906809449 -5.02402380128181 "shootin-1"
"13" "724350" "XM_026441273.1" 7.07944274525808e-06 0.00563808906809449 -4.79260444595799 "4-hydroxybenzoate polyprenyltransferase%2C mitochondrial"
"14" "409893" "XM_006563949.3" 9.94659585657685e-06 0.00721874194291065 -5.77051063552676 "protein alan shepard"
"15" "412083" "XM_006559373.3" 1.30832552214632e-05 0.00749693060492725 -4.84904079398972 "coatomer subunit gamma"
"16" "411673" "XM_016912769.2" 1.3440596038731e-05 0.00749693060492725 -4.64181391142018 "dystrobrevin beta"
"17" "411158" "XM_026441374.1" 1.12136598379818e-05 0.00749693060492725 -4.78353507760907 "leucine-rich repeat-containing protein 24"
"18" "409099" "XM_026443821.1" 1.35580040220007e-05 0.00749693060492725 -5.00677534068993 "E3 ubiquitin-protein ligase UBR5"
"19" "410270" "XM_393751.7" 1.16826300685136e-05 0.00749693060492725 -5.22518413973708 "acetylcholinesterase"
"20" "410271" "XM_006570435.3" 1.88573585794891e-05 0.00952050642717509 -4.76252976296457 "BMP-binding endothelial regulator protein"
"21" "409332" "XM_026443612.1" 1.88546573529855e-05 0.00952050642717509 -5.42904151698872 "ubiquitin carboxyl-terminal hydrolase 7"
"22" "410766" "XM_026446332.1" 2.12310189646364e-05 0.0102722746757233 -4.78634508870174 "RNA exonuclease 5"
"23" "726332" "XM_026439098.1" 2.22927395245777e-05 0.0103545316543758 -4.49163305648729 "CREB-binding protein"
"24" "411184" "XM_016912491.2" 2.67529068081913e-05 0.0112279137366815 -5.35567923007596 NA
"25" "411481" "XM_026440838.1" 2.70738533092561e-05 0.0112279137366815 -4.40885797222465 "ribosomal protein S6 kinase 2 beta"
"26" "551572" "XM_623964.6" 2.59886998578289e-05 0.0112279137366815 -4.61471493143657 "uncharacterized protein LOC551572"
"27" "725419" "XM_001121270.5" 2.99663043413837e-05 0.0118332649371902 -5.04976504032718 "ADP-ribosylation factor-like protein 6-interacting protein 4"
"28" "413834" "XM_016917618.2" 3.05716455490619e-05 0.0118332649371902 -4.29035067694115 "atypical protein kinase C"
"29" "551807" "XM_026442465.1" 3.21693467806352e-05 0.0120500146715076 -4.66321979298316 "neurexin-4"
"30" "413433" "XM_026441629.1" 3.43514015975051e-05 0.0121842639494124 -5.32223104047299 "protein lingerer"
"31" "552818" "XM_625193.6" 3.46263098803486e-05 0.0121842639494124 -4.52527494118812 "wolframin"
"32" "552257" "XM_006561003.3" 3.96920429805757e-05 0.0124568649483904 -5.3885065868342 "bromodomain-containing protein DDB_G0270170"
"33" "100576878" "XM_006562603.3" 3.78083494025256e-05 0.0124568649483904 -4.97406883385182 "uncharacterized protein LOC100576878"
"34" "412935" "XM_006565004.3" 3.94154432931297e-05 0.0124568649483904 -4.51203061803692 "coiled-coil domain-containing protein 47"
"35" "412929" "XM_006563910.3" 4.27801931196529e-05 0.0129135662606305 -4.32942407289918 "androgen-dependent TFPI-regulating protein"
"36" "411722" "XM_006571257.1" 4.33714333589897e-05 0.0129135662606305 -4.62377582308154 "endoplasmic reticulum-Golgi intermediate compartment protein 2"
"37" "551973" "XM_006562448.3" 4.81866722313832e-05 0.0139885909487706 -4.80468092153918 "cleavage and polyadenylation specificity factor subunit CG7185"
"38" "724243" "XM_026444343.1" 5.4645785475581e-05 0.0154767527059133 -4.64645647344192 "fasciclin-3"
"39" "550989" "XM_026445723.1" 6.24159592292517e-05 0.0168552120597691 -4.46717977317745 "palmitoyltransferase ZDHHC15B"
"40" "552149" "XM_006569218.3" 6.93421938570294e-05 0.0170814742908129 -1.47181243307812 "aquaporin AQPAn.G"
