"gene_id" "target_id" "pval" "qval" "b" "description"
NA "XR_003306400.1" 2.85896613233635e-14 1.61660239952959e-10 -6.84185199400849 NA
NA "XR_003306451.1" 2.85896613233635e-14 1.61660239952959e-10 -6.84185199400849 NA
"102654166" "XM_026443579.1" 3.16509364005497e-09 1.19313479917939e-05 -5.51766868638513 NA
"102655622" "XM_016911802.2" 4.63642420911998e-09 1.31083303452345e-05 -1.64341137887322 NA
"551401" "XM_006563788.3" 1.12366971177877e-07 0.000211793012841768 -5.9537834508409 "cytosolic 10-formyltetrahydrofolate dehydrogenase"
"412885" "XM_016913983.2" 9.53902685781307e-08 0.000211793012841768 -6.09868407700566 "protein N-terminal asparagine amidohydrolase"
"726044" "XM_026440345.1" 8.78198924034174e-07 0.00141879309027178 -5.73725491400631 "unconventional myosin-XVIIIa"
"552195" "XM_026440774.1" 3.60712105069815e-06 0.00509911649529317 -5.52791604858613 "uncharacterized protein LOC552195"
"409821" "XM_026438904.1" 1.1353900645171e-05 0.0142668069329154 -5.73558912372601 "twitchin"
"409787" "XM_026441416.1" 2.15052235517625e-05 0.0243202573146883 -1.22946252357402 "LOW QUALITY PROTEIN: paramyosin%2C long form"
"408429" "XM_006560366.3" 2.6799166659057e-05 0.0267975804127724 -4.42456533390393 "tensin-1"
"725263" "XM_006568059.3" 2.84349602045511e-05 0.0267975804127724 -4.27206682524133 "tumor protein p53-inducible nuclear protein 2"
NA "XR_003304405.1" 3.15397750480718e-05 0.0274371781552803 2.40285463265828 NA
"408420" "XM_016915807.2" 3.58898391822569e-05 0.0289912993794388 -4.12202341589902 "RING finger protein nhl-1"
"408429" "XM_006560371.3" 4.81204677903013e-05 0.0362796246827011 -5.27093433424197 "tensin-1"
"725540" "XM_001121373.5" 6.76701218501235e-05 0.0478300880001904 -4.30987191202084 "uncharacterized protein LOC725540"
"408685" "XM_006569111.3" 8.67879253139463e-05 0.0490617423685654 -4.41166358988588 "MAP7 domain-containing protein 1"
"725098" "XM_006572332.3" 9.11041285471636e-05 0.0490617423685654 -5.17252169003682 "tight junction protein ZO-1"
