"gene_id" "target_id" "pval" "qval" "b" "description"
"102655788" "XM_006557892.3" 8.2579099774424e-23 8.79054517098743e-19 -2.9678391454887 NA
"678674" "NM_001040270.1" 3.08639369859405e-16 1.64273304607668e-12 2.81578351070156 "allergen Api m 6 precursor"
"100578329" "XM_026444402.1" 5.81332379139025e-14 2.06276105864497e-10 -3.13407493655858 "fatty acyl-CoA reductase wat"
"409533" "XM_006569731.3" 3.74374027715574e-12 9.96302881258072e-09 -6.97754698338718 "annexin B9"
"406134" "NM_001011611.2" 1.22992826580407e-11 2.5987260392146e-08 2.81189621661856 NA
"724367" "XM_001120006.5" 1.46475868814351e-11 2.5987260392146e-08 -4.91786944919996 "protein lethal(2)essential for life"
"724899" "XM_026444741.1" 4.73071348719611e-10 7.19406358160037e-07 1.61613821366442 "lysozyme"
"552478" "NM_001040207.1" 1.4236524163203e-09 1.89434749646621e-06 1.69612329267306 NA
"408817" "XM_006560586.3" 2.3182117248917e-09 2.7419293123858e-06 1.51664408940833 "alanine--glyoxylate aminotransferase 2-like"
"411700" "XM_006571272.3" 6.3830825176834e-09 6.79479134007398e-06 -1.61249150354946 "heat shock protein 83"
"724756" "XM_001119824.5" 2.65764778176986e-08 2.57187823972183e-05 -1.59269663999606 NA
"413115" "NM_001167893.1" 5.51833280657298e-08 4.89522106049745e-05 2.11767877733183 NA
"677665" "XM_016916804.2" 1.02492329346425e-07 8.3925449684053e-05 2.52824203077815 NA
"410815" "XM_006568683.3" 1.57876782379961e-07 0.000120042739173906 1.37654027119655 NA
"102655631" "XM_026444448.1" 2.18347942220837e-07 0.000154954256329387 -1.37508097770403 NA
NA "XR_001703751.2" 4.0769768293784e-07 0.000271246364679582 1.677792087796 NA
"102655622" "XM_016911802.2" 7.45215306488437e-07 0.000466636290445259 -1.36702880134198 NA
"726750" "XM_001122470.5" 1.30503203559153e-06 0.000771781445492878 -1.91823889339875 "fibroin heavy chain"
"411303" "NM_001098224.2" 1.41984664401942e-06 0.000795487764504566 -2.4944218353372 NA
"408928" "NM_001160064.1" 1.53339073300655e-06 0.000816147217642736 -1.24083063467025 NA
"550715" "XM_006572192.3" 4.77591676161557e-06 0.0024209349489237 1.14604667413405 "60S ribosomal protein L12"
"725309" "XM_001120351.4" 5.77789028012666e-06 0.0027957110014522 1.95334537816347 "keratin-associated protein 19-2"
"551935" "NM_001040206.1" 8.72043360986448e-06 0.00403604416421771 1.72728076853098 NA
"677665" "NM_001040209.1" 9.69133873141987e-06 0.00429851253316519 1.56850265756019 NA
"408650" "XM_392190.7" 1.09118761242563e-05 0.00464627685370834 1.2840518938381 "inositol oxygenase"
"409638" "XM_006559407.3" 1.19478704342426e-05 0.00489173387586586 -1.2631960698818 NA
"727061" "NM_001161831.1" 1.36843893398071e-05 0.00539519720452766 1.06484926576745 NA
"406141" "NM_001011614.1" 2.08956928630421e-05 0.00794409466168155 2.06740584423506 NA
"100577135" "XM_003250087.4" 2.42568499890021e-05 0.0089039368321699 -4.86976201178951 "protein amnionless"
"100576384" "XM_026445890.1" 2.92223631900257e-05 0.0103690685385941 -6.55048868025713 "tyrosine-protein phosphatase 10D"
"725703" "XM_001121520.5" 3.63967438710041e-05 0.012498172209898 1.82487336546213 "uncharacterized protein LOC725703"
"408961" "XM_026442500.1" 4.09590505301116e-05 0.0136252841529074 1.85549660625023 "apolipophorins"
"410259" "XM_026443801.1" 5.36131702655176e-05 0.0172943090144374 6.46742019727972 "nuclear factor 1 A-type"
"411071" "XM_006562151.3" 5.91134584561096e-05 0.0179789361504368 -1.05168985070576 "dnaJ protein homolog 1"
"410087" "XM_026439152.1" 5.87583414875944e-05 0.0179789361504368 -1.21148350957633 "uncharacterized protein LOC410087"
"412209" "XM_395671.6" 6.20470810535624e-05 0.0183469771615326 -1.6060247620148 "probable cytochrome P450 6a17"
"102656934" "XM_006567204.3" 6.77532874328893e-05 0.0194928039114353 -1.0838045430673 NA
"677677" "NM_001040227.1" 7.1656856796768e-05 0.0200733484368841 2.41720623755198 NA
"406142" "NM_001011615.1" 7.90330817539377e-05 0.0215719783402735 -3.24694044047504 "hymenoptaecin preproprotein"
"408726" "NM_001172378.1" 8.83058793508679e-05 0.0230580272450361 1.39442017098902 NA
"726321" "XM_006566196.3" 8.88096868996225e-05 0.0230580272450361 1.49148571041451 "uncharacterized protein LOC726321"
"408539" "XM_392085.7" 9.3994286750413e-05 0.023823075772813 1.40007954822181 "sideroflexin-3"
"410920" "XM_394396.6" 9.83842622775883e-05 0.0243558249289518 -1.8877307020909 "putative inorganic phosphate cotransporter"
"100576671" "XM_006558512.3" 0.000128618130817858 0.0297639130990457 5.90875627696149 "polycomb group protein Psc"
"724221" "XM_026441164.1" 0.000126713393200095 0.0297639130990457 0.99109846547037 NA
"412764" "XM_396217.7" 0.00012703055235232 0.0297639130990457 1.84196487003505 "MFS-type transporter SLC18B1"
"494503" "XM_026443542.1" 0.000145286729391893 0.0329058986037596 1.44464668168608 NA
"411272" "XM_006564534.3" 0.00015571276432829 0.0345325495057218 1.03170205019227 "putative acyl-CoA-binding protein"
"724208" "XM_016916654.2" 0.000176609476143761 0.0376001574710068 -1.61308621207911 "serine protease snake"
"408686" "XM_392222.7" 0.000175460544225927 0.0376001574710068 -0.976033822416138 "sequestosome-1"
"411188" "XM_006569399.3" 0.000218025021010445 0.0455073793854155 -1.81596074292798 "L-lactate dehydrogenase"
"724838" "XM_026443365.1" 0.00022376307915533 0.0458068841847786 1.02767085958971 "uncharacterized protein LOC724838"
"726902" "XM_001121025.5" 0.000240911582618517 0.0474908110550761 1.02148262603193 "MICOS complex subunit Mic10"
"408689" "XM_006568150.3" 0.000239066658442229 0.0474908110550761 2.04320962319844 NA
"102655950" "XM_016911129.2" 0.000253716102347713 0.0482287126694894 1.59443071166203 NA
"409675" "XM_393173.7" 0.00025245208007678 0.0482287126694894 -1.41571966047455 "polyubiquitin-A"
"411659" "XM_006566248.2" 0.00026123957407272 0.048787636245686 1.52035852728089 NA
"727396" "XM_006569538.2" 0.000281363841135489 0.049918634814788 -5.43999156863463 "eukaryotic translation initiation factor 2-alpha kinase"
"412885" "XM_016913983.2" 0.000280470678272309 0.049918634814788 -6.09054060504363 "protein N-terminal asparagine amidohydrolase"
"410120" "XM_393603.7" 0.000281355610844126 0.049918634814788 1.06429671820845 "thioredoxin%2C mitochondrial"
"412470" "XM_016916928.2" 0.000298385207624422 0.051352732625717 1.72627903387603 "MAP kinase-interacting serine/threonine-protein kinase 1"
"552249" "XM_026440279.1" 0.000308743531051751 0.051352732625717 -3.41308801054913 "lysosomal alpha-mannosidase"
"552512" "XM_624888.6" 0.000304652566102468 0.051352732625717 -6.21035878294419 "uncharacterized protein LOC552512"
"552610" "XM_624984.5" 0.000301889484403948 0.051352732625717 1.1196118419279 "cytochrome c oxidase subunit 5B%2C mitochondrial"
"552479" "XM_026445332.1" 0.000327535437553003 0.0536402266577187 -5.58619711715996 "protein draper"
"725467" "XM_026445116.1" 0.000338414576976177 0.0545821692713848 5.84086821535098 "cullin-2"
NA "XR_003305294.1" 0.000346816143046662 0.0551023558616674 1.89399292336211 NA
"100577044" "XM_026439633.1" 0.000360326411870793 0.056406980211244 1.38019697776522 NA
"413909" "XM_016916172.2" 0.000383689193466376 0.058348163777851 -5.64066255132235 "tyrosine--tRNA ligase%2C cytoplasmic"
"413504" "XM_026443118.1" 0.000379584362514869 0.058348163777851 -5.17398912562587 "serine/threonine-protein kinase mig-15"
"724644" "XM_001120535.5" 0.000412814829013435 0.0594669098249261 -1.65625266032992 "uncharacterized protein LOC724644"
"100576563" "XM_003249108.4" 0.000421758879015135 0.0594669098249261 -5.67100032172923 "growth factor receptor-bound protein 14"
"552073" "XM_006568959.2" 0.000419247653733886 0.0594669098249261 0.898175905640734 "arylsulfatase B"
"725665" "XM_016911641.2" 0.000405880691021557 0.0594669098249261 1.10632341727436 "5-oxoprolinase"
"550930" "XM_026441460.1" 0.000426900540553653 0.0594669098249261 5.03533392431353 "TGF-beta receptor type-1"
"408788" "XM_392319.7" 0.000397197155682945 0.0594669098249261 -0.87709932547139 "UDP-glucuronosyltransferase 1-3"
"551331" "XM_623729.6" 0.000430150498498761 0.0594669098249261 -4.63555648084525 "splicing factor 3B subunit 1"
"552055" "XM_624434.6" 0.000439583808644321 0.059991918500241 -5.39296147508925 "nardilysin"
"410710" "XM_006570810.3" 0.000491320659574769 0.0662039040654862 -1.01551419892562 "zinc transporter ZIP13 homolog"
"100577149" "XM_003249582.4" 0.000512448217637542 0.0674411890712162 0.851147514850199 "15-hydroxyprostaglandin dehydrogenase [NAD(+)]"
"677671" "XM_006567332.3" 0.000513173914022406 0.0674411890712162 2.11441740980576 NA
