"gene_id" "target_id" "pval" "qval" "b" "description"
"726172" "XM_006570714.3" 6.05292602353302e-12 7.02865769852654e-08 -6.76969881233058 "death-associated inhibitor of apoptosis 2"
"100577669" "XM_006565338.3" 8.46213583566364e-08 0.000491311606618631 -5.6582661295098 "uncharacterized protein LOC100577669"
"410874" "XM_003250726.4" 1.89747847247086e-07 0.000734450667411053 -5.5171152944987 "lysine-specific demethylase lid"
"408967" "XM_016913548.2" 3.44439280293115e-07 0.000999907230690913 -5.53811610346692 "calcium-binding mitochondrial carrier protein Aralar1"
"100576421" "XM_006566728.3" 8.50035513977176e-07 0.00164510206471716 -5.28753088303319 "uncharacterized protein LOC100576421"
"409888" "XM_016911355.2" 8.35080551203733e-07 0.00164510206471716 -5.51955856734405 "uncharacterized protein LOC409888"
"411764" "XM_006568832.3" 1.27077667512579e-06 0.00210803696450867 -5.61290457910322 "bestrophin homolog 18"
"726432" "XM_006566740.3" 1.51143735694293e-06 0.00219385132360266 -5.33686009782394 "rab GTPase-binding effector protein 1"
"409290" "XM_006561926.2" 2.18414190353197e-06 0.00281802842042369 1.6013319052992 "60S ribosomal protein L14"
"409065" "XM_392590.7" 3.41426019441768e-06 0.00396463893775782 -5.34723924666935 "TAR DNA-binding protein 43"
"726706" "XM_003249685.4" 5.66808373658883e-06 0.00563808906809449 -5.00163432346975 "F-box/LRR-repeat protein 7"
"411468" "XM_006561998.3" 6.93483404577846e-06 0.00563808906809449 -5.18099011263382 "GRAM domain-containing protein 1B"
"406099" "XM_006564315.3" 7.28309817614687e-06 0.00563808906809449 1.56038197152772 NA
"100576435" "XM_006570821.3" 6.16283891251746e-06 0.00563808906809449 -5.02402380128181 "shootin-1"
"724350" "XM_026441273.1" 7.07944274525808e-06 0.00563808906809449 -4.79260444595799 "4-hydroxybenzoate polyprenyltransferase%2C mitochondrial"
"409893" "XM_006563949.3" 9.94659585657685e-06 0.00721874194291065 -5.77051063552676 "protein alan shepard"
"412083" "XM_006559373.3" 1.30832552214632e-05 0.00749693060492725 -4.84904079398972 "coatomer subunit gamma"
"411673" "XM_016912769.2" 1.3440596038731e-05 0.00749693060492725 -4.64181391142018 "dystrobrevin beta"
"411158" "XM_026441374.1" 1.12136598379818e-05 0.00749693060492725 -4.78353507760907 "leucine-rich repeat-containing protein 24"
"409099" "XM_026443821.1" 1.35580040220007e-05 0.00749693060492725 -5.00677534068993 "E3 ubiquitin-protein ligase UBR5"
"410270" "XM_393751.7" 1.16826300685136e-05 0.00749693060492725 -5.22518413973708 "acetylcholinesterase"
"410271" "XM_006570435.3" 1.88573585794891e-05 0.00952050642717509 -4.76252976296457 "BMP-binding endothelial regulator protein"
